,accuracy,f1_score,loss,recall,val_accuracy,val_f1_score,val_loss,val_recall
sgd_01_nw,0.7266125176634107,0.5203828568969454,0.560707197870527,0.7568733274936676,0.6728571355342865,0.5281846165657044,0.6508278412478311,0.7701863322939192
sgd_0001_nw,0.6655518412590027,0.4897959232330322,0.6293722919055393,0.9056603908538818,0.6499999761581421,0.5679011940956116,0.6004727159227644,1.0
sgd_01_w,0.707405641249248,0.5216156567846025,0.5114836122308458,0.8086253455707005,0.7428571428571429,0.6134173305971282,0.5326433028493609,0.860869562625885
sgd_0001_w,0.6766363910266331,0.5033782414027623,0.45383331860814774,0.9245283007621765,0.699999988079071,0.6052631139755249,0.561254506451743,1.0
adam_001_nw,0.5560439595154354,0.29014158376625604,0.8232829689979553,0.5024258775370462,0.621714288847787,0.4103395232132503,0.7205816047532217,0.5689440991197313
adam_0001_nw,0.5982799887657165,0.3984697035380772,0.6936155046735492,0.750404327256339,0.6788571510996138,0.5667500444820949,0.6427600417818342,0.9130434989929199
adam_001_w,0.5949355023247855,0.38311395389693126,0.7798245140484401,0.7067385452134268,0.6165714297975813,0.4597277394362858,0.7393810714994158,0.7055900726999556
adam_0001_w,0.7787864293370929,0.6113013539995465,0.36563279628753664,0.9811320900917053,0.7062857134001596,0.6104340417044504,0.5543478437832423,1.0
